"","Rank","Time","Wind","Name","Country","Birthdate","City","Date","CityDate"
"492",473,9.96,-0.6,"Seun Ogunkoya","NGR","28.12.77","Z&uuml;rich","12.08.1998","Z&uuml;rich 12.08.1998"
"1975",1779,10.06,-0.1,"Jimmy Vicaut","FRA","27.02.92","Z&uuml;rich","12.08.2014","Z&uuml;rich 12.08.2014"
"660",650,9.98,-0.7,"Frank Fredericks","NAM","02.10.67","Z&uuml;rich","13.08.1997","Z&uuml;rich 13.08.1997"
"1544",1366,10.04,0.6,"James Dasaolu","GBR","05.09.87","Z&uuml;rich","13.08.2014","Z&uuml;rich 13.08.2014"
"1409",1366,10.04,0.1,"Michael Green","JAM","07.11.70","Z&uuml;rich","14.08.1996","Z&uuml;rich 14.08.1996"
"591",557,9.97,1.3,"John Capel","USA","27.11.78","Z&uuml;rich","15.08.2003","Z&uuml;rich 15.08.2003"
"2013",2011,10.07,-0.1,"Steve Williams","USA","13.11.53","Z&uuml;rich","16.08.1978","Z&uuml;rich 16.08.1978"
"2545",2532,10.09,-0.7,"Carl Lewis","USA","01.07.61","Z&uuml;rich","16.08.1989","Z&uuml;rich 16.08.1989"
"1235",1202,10.03,-1,"Linford Christie","GBR","02.04.60","Z&uuml;rich","16.08.1995","Z&uuml;rich 16.08.1995"
"672",650,9.98,1.6,"Kim Collins","SKN","05.04.76","Z&uuml;rich","16.08.2002","Z&uuml;rich 16.08.2002"
"304",302,9.93,1.1,"Carl Lewis","USA","01.07.61","Z&uuml;rich","17.08.1988","Z&uuml;rich 17.08.1988"
"1607",1581,10.05,-1.4,"Linford Christie","GBR","02.04.60","Z&uuml;rich","17.08.1994","Z&uuml;rich 17.08.1994"
"2626",2532,10.09,0.2,"Dwain Chambers","GBR","05.04.78","Z&uuml;rich","17.08.2001","Z&uuml;rich 17.08.2001"
"2529",2532,10.09,-0.9,"Calvin Smith","USA","08.01.61","Z&uuml;rich","18.08.1982","Z&uuml;rich 18.08.1982"
"21",19,9.77,1,"Asafa Powell","JAM","23.11.82","Z&uuml;rich","18.08.2006","Z&uuml;rich 18.08.2006"
"2525",2532,10.09,-0.9,"Mel Lattany","USA","10.08.59","Z&uuml;rich","19.08.1981","Z&uuml;rich 19.08.1981"
"2024",2011,10.07,-1.2,"Calvin Smith","USA","08.01.61","Z&uuml;rich","19.08.1987","Z&uuml;rich 19.08.1987"
"2034",2011,10.07,-0.7,"Carl Lewis","USA","01.07.61","Z&uuml;rich","19.08.1992","Z&uuml;rich 19.08.1992"
"441",413,9.95,-0.8,"Trell Kimmons","USA","13.07.85","Z&uuml;rich","19.08.2010","Z&uuml;rich 19.08.2010"
"1580",1581,10.05,-1.2,"Steve Riddick","USA","18.09.51","Z&uuml;rich","20.08.1975","Z&uuml;rich 20.08.1975"
"730",728,9.99,0.9,"Carl Lewis","USA","01.07.61","Z&uuml;rich","22.08.1984","Z&uuml;rich 22.08.1984"
"558",557,9.97,1.6,"Calvin Smith","USA","08.01.61","Z&uuml;rich","24.08.1983","Z&uuml;rich 24.08.1983"
"48",48,9.81,0,"Usain Bolt","JAM","21.08.86","Z&uuml;rich","28.08.2009","Z&uuml;rich 28.08.2009"
"537",473,9.96,-0.3,"Kemar Bailey-Cole","JAM","10.01.92","Z&uuml;rich","28.08.2014","Z&uuml;rich 28.08.2014"
"64",63,9.83,-0.5,"Usain Bolt","JAM","21.08.86","Z&uuml;rich","29.08.2008","Z&uuml;rich 29.08.2008"
"222",198,9.9,-0.3,"Usain Bolt","JAM","21.08.86","Z&uuml;rich","29.08.2013","Z&uuml;rich 29.08.2013"
"18",15,9.76,1.4,"Yohan Blake","JAM","26.12.89","Z&uuml;rich","30.08.2012","Z&uuml;rich 30.08.2012"
"282",264,9.92,-0.3,"Tyson Gay","USA","09.08.82","Zagreb","01.09.2010","Zagreb 01.09.2010"
"2232",2011,10.07,-0.7,"Kemar Bailey-Cole","JAM","10.01.92","Zagreb","02.09.2014","Zagreb 02.09.2014"
"629",557,9.97,0.1,"Mike Rodgers","USA","24.04.85","Zagreb","03.09.2013","Zagreb 03.09.2013"
"1160",1069,10.02,-0.4,"Ryan Bailey","USA","13.04.89","Zagreb","04.09.2012","Zagreb 04.09.2012"
"2354",2276,10.08,-0.6,"Bruny Surin","CAN","12.07.67","Zagreb","05.07.1999","Zagreb 05.07.1999"
"547",473,9.96,0.3,"Asafa Powell","JAM","23.11.82","Zagreb","08.09.2015","Zagreb 08.09.2015"
"98",83,9.85,0.1,"Usain Bolt","JAM","21.08.86","Zagreb","13.09.2011","Zagreb 13.09.2011"
"2022",2011,10.07,0.5,"Lee McRae","USA","23.01.66","Zagreb","14.07.1987","Zagreb 14.07.1987"
"382",354,9.94,0.6,"Darvis Patton","USA","04.12.77","Zagreb","31.08.2009","Zagreb 31.08.2009"
"998",954,10.01,1.3,"Joshua J. Johnson","USA","10.05.76","Zaragoza","28.07.2007","Zaragoza 28.07.2007"
"1358",1202,10.03,0.5,"Julian Reus","GER","29.04.88","Zeulenroda","24.06.2016","Zeulenroda 24.06.2016"
"1529",1366,10.04,1.6,"Zhang Peimeng","CHN","13.03.87","Zhaoqing","27.04.2013","Zhaoqing 27.04.2013"
